ticker,score_fundamentals,score_technical,score_quality,composite,rank,shortName,sector,marketCap
QLYS,65.99816708635251,73.30508474576271,46.721311475409834,65.82990684261632,1,"Qualys, Inc.",Technology,5575557120
DBX,56.44889103182256,67.37288135593221,84.42622950819673,65.6634434129306,2,"Dropbox, Inc.",Technology,7076008960
TENB,43.68549257413022,82.20338983050848,78.68852459016392,65.56845510029345,3,"Tenable Holdings, Inc.",Technology,4324867072
CRTO,50.0706210846536,69.17372881355932,87.70491803278688,64.30263212971987,4,Criteo S.A.,Communication Services,1107535104
FROG,65.32144508967572,79.02542372881355,22.131147540983605,63.83305326453447,5,JFrog Ltd.,Technology,11070343168
YELP,64.21510687629797,52.436440677966104,88.52459016393442,63.35890984159911,6,Yelp Inc.,Communication Services,1449554944
CARG,66.64271988665963,58.79237288135593,66.39344262295081,63.33019575716495,7,"CarGurus, Inc.",Consumer Cyclical,3172782080
PRGS,52.70844480451105,64.30084745762711,83.60655737704917,62.6882980053991,8,Progress Software Corporation,Technology,1624522752
PATH,71.03173691492117,56.03813559322033,44.26229508196721,60.32282939205349,9,"UiPath, Inc.",Technology,6277026816
DV,57.26512959878437,55.61440677966101,78.68852459016392,60.147894256046236,10,"DoubleVerify Holdings, Inc.",Communication Services,1772511488
PUBM,38.93416927899686,71.61016949152543,83.60655737704917,59.99456738389248,11,"PubMatic, Inc.",Technology,612587456
GTLB,66.08253250423968,56.24999999999999,49.18032786885246,59.16860985490861,12,GitLab Inc.,Technology,5641260032
RNG,51.783992285438764,55.190677966101696,85.24590163934425,58.780429544699246,13,"Ringcentral, Inc.",Technology,3403401472
IAS,58.514297028745204,,59.016393442622956,58.657753146995994,14,Integral Ad Science Holding Cor,Communication Services,1735615872
S,50.57942340305257,71.39830508474577,40.98360655737705,57.65465462947882,15,"SentinelOne, Inc.",Technology,6734379008
AMPL,54.319132535073756,57.94491525423728,63.114754098360656,57.29581226193971,16,"Amplitude, Inc.",Technology,1292374528
VRNS,48.63919009198828,72.45762711864407,40.983606557377044,57.28760826399299,17,"Varonis Systems, Inc.",Technology,5594622464
FIVN,37.36527983925982,72.03389830508475,68.03278688524591,56.921788707684556,18,"Five9, Inc.",Technology,1965397504
PCTY,60.851488650344756,51.800847457627114,59.83606557377049,56.911150973950036,19,Paylocity Holding Corporation,Technology,6758330880
TDC,56.971304169954124,50.105932203389834,72.95081967213115,56.77398510091518,20,Teradata Corporation,Technology,2853582592
PD,59.927026054781855,53.91949152542372,50.0,55.769382325085665,21,"PagerDuty, Inc.",Technology,792938176
ALRM,52.495392524654655,59.85169491525424,41.803278688524586,53.77849954804948,22,"Alarm.com Holdings, Inc.",Technology,2615525120
SPT,51.2217482912791,52.4364406779661,63.114754098360656,53.710037753578945,23,"Sprout Social, Inc",Technology,509093920
SPSC,56.63465365590196,44.597457627118644,63.9344262295082,52.83578407284329,24,"SPS Commerce, Inc.",Technology,2410556160
ESTC,64.78389454347955,47.563559322033896,31.9672131147541,52.13930796308962,25,Elastic N.V.,Technology,6402900992
MGNI,51.323436204226276,65.88983050847459,18.852459016393443,51.98093763302427,26,"Magnite, Inc.",Communication Services,2757604864
BRZE,54.17626805077341,53.28389830508475,42.62295081967213,51.878894451552924,27,"Braze, Inc.",Technology,2938560256
RPD,40.2591371098005,59.00423728813559,62.295081967213115,51.742252993675564,28,"Rapid7, Inc.",Technology,805643072
MNDY,66.15043293642037,25.847457627118644,80.32786885245902,51.7204325435511,29,monday.com Ltd.,Technology,3337516800
DGII,49.655726620778324,56.25,44.26229508196721,51.504435272318844,30,Digi International Inc.,Technology,2422366464
BSY,65.41994782393145,42.690677966101696,32.78688524590164,50.51057495349742,31,"Bentley Systems, Incorporated",Technology,9678961664
MANH,47.451020698119414,54.34322033898306,46.721311475409834,50.201152344694336,32,"Manhattan Associates, Inc.",Technology,9703585792
SLAB,48.78462408140192,56.46186440677966,33.60655737704918,49.45379643291719,33,"Silicon Laboratories, Inc.",Technology,7174536192
CWAN,56.72984223238605,,31.147540983606557,49.42061330416334,34,"Clearwater Analytics Holdings, ",Technology,7330872320
WIX,53.005464480874316,25.847457627118644,99.18032786885246,49.385438856472476,35,Wix.com Ltd.,Technology,2153994496
ALGM,49.96700755434503,52.64830508474576,39.34426229508197,49.313757315468166,36,"Allegro MicroSystems, Inc.",Technology,8934451200
FSLY,46.432087979855076,56.144067796610166,38.52459016393442,49.16082993418292,37,"Fastly, Inc.",Technology,3252070144
CRUS,55.690264800097545,38.45338983050847,53.278688524590166,48.10630418351754,38,"Cirrus Logic, Inc.",Technology,6952636928
SYNA,37.44611747777378,57.733050847457626,47.540983606557376,47.58148406993932,39,Synaptics Incorporated,Technology,4502754304
AMBA,52.6118505575826,45.65677966101695,38.52459016393443,47.36602761840555,40,"Ambarella, Inc.",Technology,2843535616
COHU,45.77265018757387,45.23305084745762,53.278688524590166,46.79882351869482,41,"Cohu, Inc.",Technology,2420095232
ICHR,30.526542987820545,66.10169491525424,33.60655737704918,45.86285868912269,42,Ichor Holdings,Technology,2888212224
EPAM,52.31510899236101,29.025423728813557,71.31147540983606,45.77713453546208,43,"EPAM Systems, Inc.",Technology,4592287232
DIOD,47.027888703145585,42.478813559322035,50.81967213114754,45.764404631219435,44,Diodes Incorporated,Technology,4081271040
SITM,63.339020504650804,42.266949152542374,9.836065573770492,45.64183161945891,45,SiTime Corporation,Technology,16928988160
PLAB,53.98447112027401,27.436440677966097,69.67213114754098,45.53740177385687,46,"Photronics, Inc.",Technology,1716138368
ASAN,38.48491700498484,37.81779661016949,80.32786885245902,45.18077548172414,47,"Asana, Inc.",Technology,1704620160
RMBS,57.82921154483686,36.1228813559322,33.60655737704918,44.747798271495306,48,"Rambus, Inc.",Technology,11313290240
AKAM,34.777062682825324,48.62288135593221,54.09836065573771,43.7663701254386,49,"Akamai Technologies, Inc.",Technology,17673056256
U,46.04234544426743,38.66525423728813,50.81967213114754,43.76477855583941,50,Unity Software Inc.,Technology,13082953728
PEGA,68.69866153974823,27.33050847457627,20.491803278688526,43.4274547190833,51,Pegasystems Inc.,Technology,5282538496
SMTC,38.2357777891978,55.190677966101696,18.0327868852459,41.93315437891577,52,Semtech Corporation,Technology,12041652224
VIAV,45.111876252633735,48.41101694915254,13.114754098360656,41.15366451713772,53,Viavi Solutions Inc.,Technology,9813154816
UCTT,20.51215375918598,51.16525423728813,58.19672131147541,39.565040217110116,54,"Ultra Clean Holdings, Inc.",Technology,4136311808
AEIS,51.15064454272382,38.45338983050848,13.114754098360656,39.5208066719069,55,"Advanced Energy Industries, Inc",Industrials,11376429056
ACLS,41.636804986653694,35.487288135593225,43.442622950819676,39.37547595940616,56,"Axcelis Technologies, Inc.",Technology,4058564352
BMBL,29.13078781026774,25.63559322033898,97.54098360655738,39.076156030512365,57,Bumble Inc.,Communication Services,442146080
DOCN,46.329713857895285,43.75,7.377049180327869,38.762722304177686,58,"DigitalOcean Holdings, Inc.",Technology,14193226752
NVMI,43.22615977888149,38.87711864406779,8.196721311475411,35.575819561474766,59,Nova Ltd.,Technology,13859852288
PI,23.09563698031759,33.05084745762712,27.86885245901639,28.039177258979695,60,"Impinj, Inc.",Technology,4202758144
NVTS,31.435942237525058,23.19915254237288,21.311475409836067,26.316535393263486,61,Navitas Semiconductor Corporati,Technology,2864208384
